,Unnamed: 0,movieId,title,genres,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,key,year
2445,2445,3258,Death Becomes Her (1992),Comedy|Fantasy,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Death Becomes Her,1992.0
2446,2446,3259,Far and Away (1992),Adventure|Drama|Romance,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Far and Away,1992.0
2447,2447,3260,Howards End (1992),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Howards End,1992.0
2448,2448,3261,Singles (1992),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Singles,1992.0
2449,2449,3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,Twin Peaks: Fire Walk with Me,1992.0
2450,2450,3263,White Men Can't Jump (1992),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,White Men Can't Jump,1992.0
2451,2451,3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Buffy the Vampire Slayer,1992.0
2452,2452,3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,Hard-Boiled (Lat sau san taam),1992.0
2453,2453,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,Man Bites Dog (C'est arrivé près de chez vous),1992.0
2454,2454,3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,"Mariachi, El",1992.0
2455,2455,3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Stop! Or My Mom Will Shoot,1992.0
2456,2456,3269,Forever Young (1992),Drama|Romance|Sci-Fi,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,Forever Young,1992.0
2457,2457,3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,The Cutting Edge,1992.0
2458,2458,3271,Of Mice and Men (1992),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Of Mice and Men,1992.0
2459,2459,3272,Bad Lieutenant (1992),Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Bad Lieutenant,1992.0
2460,2460,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,Scream 3,2000.0
2461,2461,3274,Single White Female (1992),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Single White Female,1992.0
2462,2462,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,The Boondock Saints,2000.0
2463,2463,3276,Gun Shy (2000),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Gun Shy,2000.0
2464,2464,3280,"Baby, The (1973)",Horror,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,The Baby,1973.0
2465,2465,3281,"Brandon Teena Story, The (1998)",Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,The Brandon Teena Story,1998.0
2466,2466,3283,Minnie and Moskowitz (1971),Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Minnie and Moskowitz,1971.0
2467,2467,3284,They Might Be Giants (1971),Comedy|Mystery|Romance,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,They Might Be Giants,1971.0
2468,2468,3285,"Beach, The (2000)",Adventure|Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The Beach,2000.0
2469,2469,3286,Snow Day (2000),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Snow Day,2000.0
2470,2470,3287,"Tigger Movie, The (2000)",Animation|Children,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Tigger Movie,2000.0
2471,2471,3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Not One Less (Yi ge dou bu neng shao),1999.0
2472,2472,3294,Eaten Alive (1977),Horror,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Eaten Alive,1977.0
2473,2473,3295,Raining Stones (1993),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Raining Stones,1993.0
2474,2474,3296,To Sir with Love (1967),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,To Sir with Love,1967.0
2475,2475,3298,Boiler Room (2000),Crime|Drama|Thriller,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,Boiler Room,2000.0
2476,2476,3299,Hanging Up (2000),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Hanging Up,2000.0
2477,2477,3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,Pitch Black,2000.0
2478,2478,3301,"Whole Nine Yards, The (2000)",Comedy|Crime,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,The Whole Nine Yards,2000.0
2479,2479,3302,Beautiful People (1999),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Beautiful People,1999.0
2480,2480,3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Black Tar Heroin: The Dark End of the Street,2000.0
2481,2481,3306,"Circus, The (1928)",Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Circus,1928.0
2482,2482,3307,City Lights (1931),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,City Lights,1931.0
2483,2483,3308,"Flamingo Kid, The (1984)",Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,The Flamingo Kid,1984.0
2484,2484,3310,"Kid, The (1921)",Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,The Kid,1921.0
2485,2485,3313,Class Reunion (1982),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Class Reunion,1982.0
2486,2486,3315,Happy Go Lovely (1951),Musical,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Happy Go Lovely,1951.0
2487,2487,3316,Reindeer Games (2000),Action|Thriller,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Reindeer Games,2000.0
2488,2488,3317,Wonder Boys (2000),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Wonder Boys,2000.0
2489,2489,3323,Chain of Fools (2000),Comedy|Crime,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Chain of Fools,2000.0
2490,2490,3324,Drowning Mona (2000),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Drowning Mona,2000.0
2491,2491,3325,"Next Best Thing, The (2000)",Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,The Next Best Thing,2000.0
2492,2492,3326,What Planet Are You From? (2000),Comedy|Sci-Fi,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,What Planet Are You From?,2000.0
2493,2493,3327,Beyond the Mat (1999),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Beyond the Mat,1999.0
2494,2494,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Ghost Dog: The Way of the Samurai,1999.0
2495,2495,3329,The Year My Voice Broke (1987),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,The Year My Voice Broke,1987.0
2496,2496,3330,Splendor in the Grass (1961),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Splendor in the Grass,1961.0
2497,2497,3331,My Tutor (1983),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,My Tutor,1983.0
2498,2498,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,Key Largo,1948.0
2499,2499,3338,For All Mankind (1989),Documentary,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,For All Mankind,1989.0
2500,2500,3341,Born Yesterday (1950),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Born Yesterday,1950.0
2501,2501,3342,Birdy (1984),Drama|War,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Birdy,1984.0
2502,2502,3344,Blood Feast (1963),Horror,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Blood Feast,1963.0
2503,2503,3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Charlie, the Lonesome Cougar",1967.0
2504,2504,3347,Never Cry Wolf (1983),Adventure|Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Never Cry Wolf,1983.0
2505,2505,3350,"Raisin in the Sun, A (1961)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,A Raisin in the Sun,1961.0
2506,2506,3353,"Closer You Get, The (2000)",Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,The Closer You Get,2000.0
2507,2507,3354,Mission to Mars (2000),Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Mission to Mars,2000.0
2508,2508,3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,The Ninth Gate,1999.0
2509,2509,3357,East-West (Est-ouest) (1999),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,East-West (Est-ouest),1999.0
2510,2510,3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,Defending Your Life,1991.0
2511,2511,3359,Breaking Away (1979),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Breaking Away,1979.0
2512,2512,3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Hoosiers (a.k.a. Best Shot),1986.0
2513,2513,3361,Bull Durham (1988),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Bull Durham,1988.0
2514,2514,3362,Dog Day Afternoon (1975),Crime|Drama,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Dog Day Afternoon,1975.0
2515,2515,3363,American Graffiti (1973),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,American Graffiti,1973.0
2516,2516,3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,The Asphalt Jungle,1950.0
2517,2517,3365,"Searchers, The (1956)",Drama|Western,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,The Searchers,1956.0
2518,2518,3368,"Big Country, The (1958)",Romance|Western,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,The Big Country,1958.0
2519,2519,3370,Betrayed (1988),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Betrayed,1988.0
2520,2520,3372,"Bridge at Remagen, The (1969)",Action|War,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,The Bridge at Remagen,1969.0
2521,2521,3374,Daughters of the Dust (1991),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Daughters of the Dust,1991.0
2522,2522,3378,"Ogre, The (Unhold, Der) (1996)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Ogre, The (Unhold, Der)",1996.0
2523,2523,3379,On the Beach (1959),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,On the Beach,1959.0
2524,2524,3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,The Taking of Pelham One Two Three,1974.0
2525,2525,3385,Volunteers (1985),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Volunteers,1985.0
2526,2526,3386,JFK (1991),Drama|Mystery|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,JFK,1991.0
2527,2527,3387,Who's Harry Crumb? (1989),Comedy|Mystery,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Who's Harry Crumb?,1989.0
2528,2528,3388,Harry and the Hendersons (1987),Children|Comedy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Harry and the Hendersons,1987.0
2529,2529,3389,Let's Get Harry (1986),Action|Adventure,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Let's Get Harry,1986.0
2530,2530,3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,Shanghai Surprise,1986.0
2531,2531,3391,Who's That Girl? (1987),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Who's That Girl?,1987.0
2532,2532,3392,She-Devil (1989),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,She-Devil,1989.0
2533,2533,3393,Date with an Angel (1987),Comedy|Fantasy|Romance,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,Date with an Angel,1987.0
2534,2534,3394,Blind Date (1987),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Blind Date,1987.0
2535,2535,3395,Nadine (1987),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Nadine,1987.0
2536,2536,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,The Muppet Movie,1979.0
2537,2537,3397,"Great Muppet Caper, The (1981)",Children|Comedy,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Great Muppet Caper,1981.0
2538,2538,3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,The Muppets Take Manhattan,1984.0
2539,2539,3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,We're Back! A Dinosaur's Story,1993.0
2540,2540,3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Baby... Secret of the Lost Legend,1985.0
2541,2541,3402,Turtle Diary (1985),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Turtle Diary,1985.0
2542,2542,3403,Raise the Titanic (1980),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Raise the Titanic,1980.0
2543,2543,3404,Titanic (1953),Action|Drama,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Titanic,1953.0
2544,2544,3405,"Night to Remember, A (1958)",Action|Drama,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,A Night to Remember,1958.0
2545,2545,3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Captain Horatio Hornblower R.N.,1951.0
2546,2546,3408,Erin Brockovich (2000),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Erin Brockovich,2000.0
2547,2547,3409,Final Destination (2000),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Final Destination,2000.0
2548,2548,3410,Soft Fruit (1999),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Soft Fruit,1999.0
2549,2549,3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Bear, The (Ours, L')",1988.0
2550,2550,3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,Love Is a Many-Splendored Thing,1955.0
2551,2551,3415,"Mirror, The (Zerkalo) (1975)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Mirror, The (Zerkalo)",1975.0
2552,2552,3417,"Crimson Pirate, The (1952)",Adventure|Comedy,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Crimson Pirate,1952.0
2553,2553,3418,Thelma & Louise (1991),Adventure|Crime|Drama,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Thelma & Louise,1991.0
2554,2554,3420,...And Justice for All (1979),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,...And Justice for All,1979.0
2555,2555,3421,Animal House (1978),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Animal House,1978.0
2556,2556,3422,She's Gotta Have It (1986),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,She's Gotta Have It,1986.0
2557,2557,3423,School Daze (1988),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,School Daze,1988.0
2558,2558,3424,Do the Right Thing (1989),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Do the Right Thing,1989.0
2559,2559,3425,Mo' Better Blues (1990),Drama|Musical,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Mo' Better Blues,1990.0
2560,2560,3426,Jungle Fever (1991),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Jungle Fever,1991.0
2561,2561,3428,"Champ, The (1979)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The Champ,1979.0
2562,2562,3429,Creature Comforts (1989),Animation|Comedy,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Creature Comforts,1989.0
2563,2563,3430,Death Wish (1974),Action|Crime|Drama,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Death Wish,1974.0
2564,2564,3431,Death Wish 2 (1982),Action|Drama,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Death Wish 2,1982.0
2565,2565,3432,Death Wish 3 (1985),Action|Drama,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Death Wish 3,1985.0
2566,2566,3433,Death Wish 4: The Crackdown (1987),Action|Drama,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Death Wish 4: The Crackdown,1987.0
2567,2567,3434,Death Wish 5: The Face of Death (1994),Action|Drama,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Death Wish 5: The Face of Death,1994.0
2568,2568,3435,Double Indemnity (1944),Crime|Drama|Film-Noir,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,Double Indemnity,1944.0
2569,2569,3436,Dying Young (1991),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Dying Young,1991.0
2570,2570,3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Teenage Mutant Ninja Turtles,1990.0
2571,2571,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991.0
2572,2572,3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Teenage Mutant Ninja Turtles III,1993.0
2573,2573,3441,Red Dawn (1984),Action|Drama|War,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Red Dawn,1984.0
2574,2574,3442,Band of the Hand (1986),Action|Crime|Drama,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Band of the Hand,1986.0
2575,2575,3444,Bloodsport (1988),Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bloodsport,1988.0
2576,2576,3445,Eyes of Laura Mars (1978),Mystery|Thriller,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Eyes of Laura Mars,1978.0
2577,2577,3446,Funny Bones (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Funny Bones,1995.0
2578,2578,3447,"Good Earth, The (1937)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The Good Earth,1937.0
2579,2579,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,"Good Morning, Vietnam",1987.0
2580,2580,3449,"Good Mother, The (1988)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The Good Mother,1988.0
2581,2581,3450,Grumpy Old Men (1993),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Grumpy Old Men,1993.0
2582,2582,3451,Guess Who's Coming to Dinner (1967),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Guess Who's Coming to Dinner,1967.0
2583,2583,3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,Romeo Must Die,2000.0
2584,2584,3453,Here on Earth (2000),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Here on Earth,2000.0
2585,2585,3454,Whatever It Takes (2000),Comedy|Romance,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Whatever It Takes,2000.0
2586,2586,3455,Buddy Boy (1999),Drama|Thriller,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Buddy Boy,1999.0
2587,2587,3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Color of Paradise, The (Rang-e khoda)",1999.0
2588,2588,3459,Gothic (1986),Drama|Horror,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Gothic,1986.0
2589,2589,3461,Lord of the Flies (1963),Adventure|Drama|Thriller,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Lord of the Flies,1963.0
2590,2590,3462,Modern Times (1936),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Modern Times,1936.0
2591,2591,3466,Heart and Souls (1993),Comedy|Fantasy,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Heart and Souls,1993.0
2592,2592,3467,Hud (1963),Drama|Western,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Hud,1963.0
2593,2593,3468,"Hustler, The (1961)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The Hustler,1961.0
2594,2594,3469,Inherit the Wind (1960),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Inherit the Wind,1960.0
2595,2595,3470,Dersu Uzala (1975),Adventure|Drama,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Dersu Uzala,1975.0
2596,2596,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Close Encounters of the Third Kind,1977.0
2597,2597,3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),1976.0
2598,2598,3474,Retroactive (1997),Sci-Fi|Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,Retroactive,1997.0
2599,2599,3475,"Place in the Sun, A (1951)",Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,A Place in the Sun,1951.0
2600,2600,3476,Jacob's Ladder (1990),Horror|Mystery,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,Jacob's Ladder,1990.0
2601,2601,3477,Empire Records (1995),Comedy|Drama,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Empire Records,1995.0
2602,2602,3478,"Bamba, La (1987)",Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"Bamba, La",1987.0
2603,2603,3479,Ladyhawke (1985),Adventure|Fantasy|Romance,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Ladyhawke,1985.0
2604,2604,3480,Lucas (1986),Drama|Romance,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Lucas,1986.0
2605,2605,3481,High Fidelity (2000),Comedy|Drama|Romance,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,High Fidelity,2000.0
2606,2606,3483,"Road to El Dorado, The (2000)",Animation|Children,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The Road to El Dorado,2000.0
2607,2607,3484,"Skulls, The (2000)",Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,The Skulls,2000.0
2608,2608,3489,Hook (1991),Adventure|Comedy|Fantasy,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Hook,1991.0
2609,2609,3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,The Son of the Sheik,1926.0
2610,2610,3494,True Grit (1969),Adventure|Drama|Western,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True Grit,1969.0
2611,2611,3496,Madame Sousatzka (1988),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Madame Sousatzka,1988.0
2612,2612,3497,Max Dugan Returns (1983),Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Max Dugan Returns,1983.0
2613,2613,3498,Midnight Express (1978),Drama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Midnight Express,1978.0
